number,throttle,steer
355,0,80
356,0,80
357,12,80
358,18,80
359,25,80
360,33,90
361,35,90
362,29,90
363,35,90
364,35,90
365,35,90
366,33,90
367,33,90
368,33,90
369,31,90
370,31,90
371,37,90
372,38,90
373,38,90
374,37,90
375,35,90
376,35,90
377,33,90
378,33,90
379,33,90
380,31,90
381,31,80
382,35,90
383,38,90
384,38,90
385,37,90
386,37,90
387,35,90
388,37,90
389,35,90
390,35,90
391,35,90
392,35,80
393,40,90
394,44,90
395,44,90
396,40,90
397,40,90
398,40,90
399,40,90
400,40,90
401,40,80
402,38,80
403,38,80
404,38,80
405,44,90
406,46,90
407,44,90
408,44,90
409,42,100
410,42,100
411,40,90
412,40,90
413,38,90
414,42,90
415,38,90
416,42,90
417,46,90
418,44,90
419,44,90
420,42,90
421,42,90
422,40,80
423,38,80
424,38,70
425,38,70
426,38,60
427,42,70
428,46,80
429,42,80
430,40,80
431,27,80
432,18,80
433,12,80
434,0,80
435,0,80
436,0,80
437,0,80
438,0,80
439,0,80
440,0,80
441,0,70
442,0,70
443,0,80
444,0,80
445,0,80
446,0,70
447,0,70
448,0,60
449,0,60
450,0,60
451,0,60
452,0,50
453,0,60
454,0,70
455,0,70
456,0,70
457,0,70
458,0,60
459,0,60
460,0,60
461,11,60
462,18,70
463,24,70
464,27,70
465,25,80
466,25,80
467,20,80
468,11,80
469,0,80
470,0,80
471,0,90
472,0,90
473,0,90
474,0,90
475,11,90
476,14,90
477,18,90
478,18,90
479,20,80
480,20,80
481,20,80
482,20,70
483,25,70
484,29,80
485,27,80
486,25,70
487,24,70
488,22,80
489,20,80
490,20,80
491,20,80
492,16,80
493,20,80
494,24,80
495,24,80
496,24,80
497,24,80
498,22,80
499,24,80
500,24,90
501,24,90
502,24,100
503,24,100
504,31,100
505,31,100
506,29,100
507,31,90
508,29,90
509,27,90
510,29,90
511,29,90
512,27,90
513,27,90
514,25,90
515,25,80
516,27,80
517,31,90
518,33,90
519,31,90
520,31,90
521,29,90
522,29,90
523,27,90
524,27,90
525,25,80
526,25,80
527,27,80
528,33,90
